Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),149.60441576031798,1.2094174589462492,16
ΔHm (kcal / mol),76.41159951026506,0.7689256663084959,16
ΔCp (kcal / mol / °C),0.5978632471989723,0.009113922057160703,16
m-value (kcal / mol / M),1.5099858761906555,0.03385513894413058,16
