Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),114.99802609576786,0.6455424567940516,21
ΔHm (kcal / mol),92.78646079755046,3.2624199121775237,21
ΔCp (kcal / mol / °C),0.9377406068750044,0.034896227282475156,21
m-value (kcal / mol / M),1.931347883057553,0.0653683178788912,21
