Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),106.3320566933571,0.8773326875250939,19
ΔHm (kcal / mol),71.66398240543663,2.601552932719286,19
ΔCp (kcal / mol / °C),0.7723149093957867,0.036215187631284194,19
m-value (kcal / mol / M),1.7094436178679724,0.05388975478007445,19
