Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),127.72390777507539,0.3752343366540851,20
ΔHm (kcal / mol),113.53558210852775,2.100595685438638,20
ΔCp (kcal / mol / °C),1.0402863845189352,0.01978619610989025,20
m-value (kcal / mol / M),2.444383722257589,0.043868169981530585,20
