Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),93.24508649814045,0.2736507937564381,19
ΔHm (kcal / mol),62.724478547648744,2.9384087795445284,19
ΔCp (kcal / mol / °C),0.8268460127882022,0.042382259458922225,19
m-value (kcal / mol / M),1.8148843239997474,0.07178400347409943,19
