Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),112.35707901691177,1.0202214717086289,18
ΔHm (kcal / mol),98.96791932486632,13.164730179084584,18
ΔCp (kcal / mol / °C),1.0943369731608321,0.16426917877960845,18
m-value (kcal / mol / M),1.958861720426392,0.26186089648374605,18
