Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),130.36388736784048,0.5662537942844056,19
ΔHm (kcal / mol),211.67568042284756,6.2563898683448524,19
ΔCp (kcal / mol / °C),2.417565662413197,0.09460399556987098,19
m-value (kcal / mol / M),3.1682610904194224,0.07396662379513123,19
