Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),106.48215403740275,1.1919627313327752,17
ΔHm (kcal / mol),66.77340658292135,0.5410075042527692,17
ΔCp (kcal / mol / °C),0.5677246702140643,0.009784725162037046,17
m-value (kcal / mol / M),2.0311597466726976,0.04312924585957779,17
