Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),136.8482202678026,0.35481034668101535,21
ΔHm (kcal / mol),151.91707689308566,1.0277262710510546,21
ΔCp (kcal / mol / °C),1.1803653081930823,0.015281723746080925,21
m-value (kcal / mol / M),3.3054506586490966,0.025128712542176402,21
