Parameter,Leave_one_out_mean,Leave_one_out_std,N fits
Tm (°C),127.17890159905592,0.28660646085814623,23
ΔHm (kcal / mol),97.7205523712027,1.2297029855160504,23
ΔCp (kcal / mol / °C),0.8823903601991965,0.012469776699076684,23
m-value (kcal / mol / M),2.4172885524879715,0.028183880156798482,23
